-100.000 -100.000 23.493
-80.000 -100.000 23.613
-60.000 -100.000 23.676
-40.000 -100.000 23.709
-20.000 -100.000 23.706
0.000 -100.000 23.746
20.000 -100.000 23.726
40.000 -100.000 23.709
60.000 -100.000 23.703
80.000 -100.000 23.683
100.000 -100.000 23.693
-100.000 -80.000 23.469
-80.000 -80.000 23.516
-60.000 -80.000 23.533
-40.000 -80.000 23.576
-20.000 -80.000 23.563
0.000 -80.000 23.589
20.000 -80.000 23.576
40.000 -80.000 23.566
60.000 -80.000 23.586
80.000 -80.000 23.596
100.000 -80.000 23.626
-100.000 -60.000 23.383
-80.000 -60.000 23.396
-60.000 -60.000 23.396
-40.000 -60.000 23.426
-20.000 -60.000 23.439
0.000 -60.000 23.463
20.000 -60.000 23.466
40.000 -60.000 23.449
60.000 -60.000 23.466
80.000 -60.000 23.489
100.000 -60.000 23.543
-100.000 -40.000 23.293
-80.000 -40.000 23.296
-60.000 -40.000 23.319
-40.000 -40.000 23.336
-20.000 -40.000 23.326
0.000 -40.000 23.359
20.000 -40.000 23.356
40.000 -40.000 23.359
60.000 -40.000 23.386
80.000 -40.000 23.419
100.000 -40.000 23.466
-100.000 -20.000 23.266
-80.000 -20.000 23.266
-60.000 -20.000 23.266
-40.000 -20.000 23.286
-20.000 -20.000 23.286
0.000 -20.000 23.276
20.000 -20.000 23.296
40.000 -20.000 23.293
60.000 -20.000 23.329
80.000 -20.000 23.349
100.000 -20.000 23.419
-100.000 0.000 23.259
-80.000 0.000 23.246
-60.000 0.000 23.246
-40.000 0.000 23.243
-20.000 0.000 23.243
0.000 0.000 23.236
20.000 0.000 23.259
40.000 0.000 23.253
60.000 0.000 23.266
80.000 0.000 23.313
100.000 0.000 23.373
-100.000 20.000 23.299
-80.000 20.000 23.276
-60.000 20.000 23.269
-40.000 20.000 23.236
-20.000 20.000 23.243
0.000 20.000 23.236
20.000 20.000 23.223
40.000 20.000 23.236
60.000 20.000 23.249
80.000 20.000 23.276
100.000 20.000 23.346
-100.000 40.000 23.369
-80.000 40.000 23.313
-60.000 40.000 23.286
-40.000 40.000 23.266
-20.000 40.000 23.256
0.000 40.000 23.226
20.000 40.000 23.213
40.000 40.000 23.236
60.000 40.000 23.256
80.000 40.000 23.283
100.000 40.000 23.346
-100.000 60.000 23.443
-80.000 60.000 23.386
-60.000 60.000 23.343
-40.000 60.000 23.316
-20.000 60.000 23.286
0.000 60.000 23.256
20.000 60.000 23.236
40.000 60.000 23.246
60.000 60.000 23.266
80.000 60.000 23.309
100.000 60.000 23.356
-100.000 80.000 23.543
-80.000 80.000 23.469
-60.000 80.000 23.433
-40.000 80.000 23.369
-20.000 80.000 23.339
0.000 80.000 23.316
20.000 80.000 23.299
40.000 80.000 23.286
60.000 80.000 23.296
80.000 80.000 23.336
100.000 80.000 23.386
-100.000 100.000 23.673
-80.000 100.000 23.579
-60.000 100.000 23.526
-40.000 100.000 23.463
-20.000 100.000 23.413
0.000 100.000 23.366
20.000 100.000 23.349
40.000 100.000 23.349
60.000 100.000 23.349
80.000 100.000 23.386
100.000 100.000 23.416
